,price,total_square,rooms,floor
48156,8300720,25,1,5
48157,13100000,64,2,17
48158,25800000,103,4,7
48159,20000000,75,3,9
48160,21997660,66,2,2
48161,15478627,78,3,24
48162,10783778,35,1,13
48163,6100000,38,1,1
48164,13000000,42,1,4
48165,12366209,57,2,8
48166,24194210,53,1,3
48167,10400000,60,2,13
48168,11950000,30,1,6
48169,15805653,86,3,2
48170,12700000,37,1,6
48171,9189170,50,1,1
48172,10800000,51,2,7
48173,18500000,74,3,2
48174,22690412,45,2,17
48175,11421441,48,2,24
48176,15600000,45,1,6
48177,5900000,36,1,4
48178,39409200,80,2,4
48179,11500000,60,2,2
48180,11900000,54,2,7
48181,32566787,94,3,18
48182,11799000,44,2,9
48183,23850000,98,3,19
48184,23216936,45,1,28
48185,17209920,54,2,20
48186,8950000,34,1,16
48187,45684000,80,3,4
48188,7400000,39,1,15
48189,15800000,59,2,7
48190,14500000,44,1,15
48191,22500000,87,3,10
48192,12555000,83,3,2
48193,15900000,39,1,7
48194,17500000,40,1,3
48195,10500000,50,2,7
48196,17900000,52,2,3
48197,32391000,71,2,15
48198,32998000,106,3,7
48199,25300000,67,2,10
48200,6400000,49,2,1
48201,21150000,45,1,5
48202,16574490,47,2,3
48203,14500000,38,1,2
48204,12500000,56,2,12
48205,7300000,49,1,15
48206,7200000,31,1,9
48207,13700000,70,3,4
48208,17850000,71,3,5
48209,30100000,110,3,6
48210,11095625,46,2,8
48211,23401280,43,1,4
48212,14990000,52,2,12
48213,7900000,35,1,1
48214,13300000,40,1,12
48215,7300000,36,1,11
48216,10550000,61,2,11
48217,19732067,69,3,14
48218,9868502,38,2,21
48219,35000000,82,3,5
48220,12200000,34,1,8
48221,40000000,90,2,4
48222,27845688,61,2,9
48223,17850570,57,2,10
48224,10650000,50,2,5
48225,15179622,72,4,13
48226,12700000,45,2,14
48227,20390000,62,2,22
48228,10000000,44,2,4
48229,25867260,65,2,11
48230,8300000,30,1,4
48231,23000000,65,2,6
48232,12600000,49,2,2
48233,11168000,35,1,17
48234,6450000,43,2,4
48235,7820545,35,1,2
48236,22700000,56,2,5
48237,13100000,65,3,12
48238,19900000,74,3,1
48239,8550000,54,2,6
48240,17600000,42,1,8
48241,18100000,77,3,8
48242,12435000,62,3,7
48243,11500000,35,2,17
48244,17797500,79,3,11
48245,8141989,23,1,3
48246,9100000,39,1,8
48247,16675000,63,2,4
48248,14400000,45,2,1
48249,12000000,68,2,8
48250,14490000,64,2,9
48251,6300000,49,3,1
48252,16528908,54,3,13
48253,23600000,74,3,2
48254,15500000,52,1,2
48255,11500000,70,2,12
48256,13600000,43,2,5
48257,9592000,28,1,3
48258,11000000,50,3,4
48259,12041564,53,3,3
48260,4700000,16,1,1
48261,12600000,38,2,8
48262,10567101,35,1,11
48263,11100000,36,1,9
48264,37875416,70,2,3
48265,15650000,72,2,14
48266,9000000,44,2,1
48267,42222000,68,2,14
48268,3800000,18,1,1
48269,8500000,64,3,3
48270,5000000,33,1,5
48271,18900000,44,2,13
48272,16400000,52,2,4
48273,8800000,43,1,11
48274,29900000,102,4,2
48275,18300000,94,3,5
48276,17100701,38,1,21
48277,9750000,47,1,10
48278,13300000,55,2,3
48279,26895071,83,3,10
48280,13399000,63,3,2
48281,11000000,31,1,1
48282,18417700,58,2,12
48283,26800000,27,1,3
48284,9000000,73,3,1
48285,2400000,10,1,1
48286,35557060,84,3,24
48287,19499000,64,2,2
48288,10500000,59,3,6
48289,7574118,34,1,8
48290,11734848,58,2,4
48291,15800000,54,2,14
48292,30390000,63,3,10
48293,13434254,72,3,18
48294,19875611,32,1,2
48295,6900000,49,1,15
48296,42000000,98,3,4
48297,10272654,43,2,6
48298,8399875,24,1,19
48299,22690000,76,3,11
48300,6300000,35,1,9
48301,10875000,37,1,11
48302,6800000,44,2,15
48303,9690000,37,1,28
48304,10955000,78,2,3
48305,10950000,55,2,3
48306,28227112,45,1,11
48307,14500000,47,1,6
48308,23990000,60,2,8
48309,7800000,36,1,9
48310,7599000,45,2,4
48311,8400000,33,1,1
48312,17500000,76,3,9
48313,23500000,64,3,9
48314,34500000,80,2,26
48315,22700000,100,4,22
48316,9000000,43,1,2
48317,24999000,60,3,2
48318,10150000,41,2,1
48319,12500000,58,2,17
48320,13700000,40,2,10
48321,35940720,114,4,20
48322,16600000,73,3,16
48323,27000000,92,3,18
48324,14162987,59,2,10
48325,6150000,38,1,2
48326,27000000,69,2,4
48327,7500000,44,1,17
48328,16300000,62,3,11
48329,17000000,82,3,10
48330,11490000,43,2,2
48331,9000000,60,3,10
48332,14520000,61,2,11
48333,34200000,88,3,10
48334,7000000,37,1,11
48335,21000000,101,5,1
48336,28800000,40,1,17
48337,18350000,46,2,2
48338,13000000,49,3,8
48339,13000000,46,2,6
48340,13500000,39,1,4
48341,19823327,55,2,6
48342,6800000,32,1,7
48343,15000000,33,1,4
48344,15306720,52,2,12
48345,16900000,63,3,3
48346,34569448,78,2,15
48347,5900000,40,1,16
48348,29522897,52,1,2
48349,35070000,64,2,23
48350,11600000,40,1,21
48351,15800000,59,3,2
48352,8841703,28,1,25
48353,18999000,110,3,13
48354,18500000,40,2,5
48355,10500000,38,1,10
48356,12100000,58,3,2
48357,14600000,61,2,4
48358,14250000,43,1,9
48359,6100000,37,1,9
48360,8700000,33,1,7
48361,22311383,70,3,19
48362,38000000,100,2,1
48363,11570000,57,2,7
48364,7500000,31,1,23
48365,9500000,33,1,4
48366,10199000,31,1,3
48367,16400000,73,2,13
48368,11250000,70,3,9
48369,13000000,65,2,17
48370,9500000,38,1,12
48371,16000000,73,1,3
48372,26300000,59,2,11
48373,33900000,89,3,12
48374,15258384,54,2,12
48375,24450000,62,2,7
48376,11500000,37,1,2
48377,20446231,76,3,11
48378,11384146,40,2,14
48379,6790000,31,1,12
48380,12100000,92,3,2
48381,47212161,101,4,26
48382,17000000,75,3,11
48383,27000000,72,3,13
48384,19227900,60,3,22
48385,12500000,50,2,17
48386,18999999,88,2,18
48387,25460000,79,3,4
48388,12600000,37,1,3
48389,17438584,51,2,5
48390,22278684,58,2,21
48391,24650000,65,3,2
48392,7638181,27,1,24
48393,9300000,30,1,7
48394,28900000,60,2,16
48395,6590900,32,1,6
48396,6650000,35,1,1
48397,11000000,53,2,6
48398,29280861,88,3,3
48399,24054374,54,2,9
48400,10250000,56,3,1
48401,25187500,65,2,7
48402,22900000,55,2,8
48403,26400000,71,3,6
48404,15500000,84,3,9
48405,11800000,64,3,16
48406,17100000,45,2,11
48407,16300000,40,1,3
48408,13450000,38,2,7
48409,7089720,20,1,12
48410,6794078,22,1,4
48411,16690000,36,1,14
48412,15460000,54,2,14
48413,7507327,34,1,13
48414,5400000,36,1,2
48415,6750000,32,2,2
48416,22765824,68,3,17
48417,11990000,40,2,8
48418,12900000,58,2,5
48419,12500000,52,2,1
48420,13200000,53,2,10
48421,24100000,55,2,2
48422,8200000,50,2,7
48423,14300000,55,2,2
48424,11250000,36,1,5
48425,15000000,49,3,3
48426,13499000,50,2,12
48427,7250000,38,1,5
48428,10491008,39,2,14
48429,11800000,34,2,2
48430,15688703,65,2,16
48431,9200000,60,2,15
48432,6600000,44,2,1
48433,20352000,84,3,5
48434,8700000,38,1,9
48435,16443000,57,2,12
48436,16750000,75,2,2
48437,14300000,100,4,7
48438,9000000,39,1,14
48439,16000000,73,3,1
48440,9800000,36,1,3
48441,10700000,61,3,5
48442,26490000,76,3,12
48443,7200000,41,1,16
48444,9400000,39,1,14
48445,19900000,61,2,26
48446,11500000,60,2,3
48447,30000000,120,3,19
48448,13545000,45,1,15
48449,12250000,67,3,7
48450,26180709,81,3,15
48451,31200000,94,3,8
48452,34369920,82,2,9
48453,11700000,27,1,15
48454,8500000,42,2,4
48455,21500000,90,3,14
48456,14900000,31,1,5
48457,9490000,38,1,12
48458,7050000,39,1,2
48459,14054573,66,3,18
48460,14147410,27,1,11
48461,12427852,52,2,20
48462,7600000,40,1,16
48463,10900000,52,1,12
48464,11650000,37,1,5
48465,9290000,50,1,22
48466,17600000,33,1,3
48467,10600000,37,1,3
48468,45500000,91,4,7
48469,25647413,43,1,5
48470,10400000,31,1,5
48471,16500000,69,3,14
48472,17500000,77,3,11
48473,9000000,32,1,1
48474,11307600,34,1,12
48475,14200000,59,3,9
48476,7100000,45,2,5
48477,8100000,59,3,12
48478,45155250,98,2,18
48479,15000000,73,3,4
48480,8500492,25,1,18
48481,14000000,43,1,12
48482,15399000,76,2,19
48483,38377404,64,2,9
48484,35000000,81,3,4
48485,10200000,34,1,2
48486,25800000,95,3,2
48487,35680125,68,2,28
48488,23336800,62,2,15
48489,13490000,38,1,15
48490,16777667,41,1,12
48491,6099999,39,1,1
48492,14946326,55,2,6
48493,15000000,57,2,8
48494,8471333,41,1,6
48495,18867483,54,1,5
48496,33124000,85,3,27
48497,18000000,68,3,3
48498,12000000,34,1,1
48499,14000000,51,2,4
48500,7623418,21,1,4
48501,15800000,38,1,12
48502,9000000,60,2,17
48503,8500000,34,1,20
48504,33864354,62,2,8
48505,7199000,43,1,8
48506,12421630,54,2,21
48507,16500000,53,2,10
48508,12554916,38,2,18
48509,10778033,41,2,13
48510,7800000,44,1,17
48511,32728508,108,4,10
48512,16900000,62,2,6
48513,14850000,54,2,14
48514,15999000,100,3,22
48515,5500000,35,1,5
48516,19500000,58,2,5
48517,8000000,43,1,19
48518,20000000,51,2,3
48519,9421900,50,2,1
48520,16887000,43,1,9
48521,13400000,54,3,4
48522,19840768,64,2,13
48523,26105116,96,3,13
48524,10716362,24,1,22
48525,4970000,32,1,5
48526,13900000,90,3,5
48527,22435920,70,3,6
48528,4900000,32,1,5
48529,25000000,112,3,24
48530,9500000,42,1,8
48531,18000000,42,1,29
48532,14288976,66,2,26
48533,22900000,56,2,4
48534,6500000,41,1,23
48535,29500000,111,4,14
48536,26700000,78,3,4
48537,5800000,35,1,10
48538,6200000,39,1,3
48539,11490000,37,1,14
48540,39510000,81,3,13
48541,13400000,65,3,10
48542,10150000,40,1,11
48543,19221400,41,1,16
48544,9600000,48,1,6
48545,15900000,100,3,2
48546,20750000,67,3,2
48547,7500000,35,1,15
48548,8500000,49,2,5
48549,37500000,47,2,20
48550,13000000,84,2,1
48551,8990000,64,2,2
48552,15000000,34,1,9
48553,16000000,62,1,7
48554,17385111,57,2,15
48555,17000000,55,2,9
48556,14800000,43,2,6
48557,23990000,81,3,4
48558,16000000,60,2,29
48559,5386076,37,2,1
48560,21092750,70,3,6
48561,10904628,40,2,7
48562,8600000,36,1,5
48563,28998485,88,3,2
48564,17900000,70,3,1
48565,15100000,30,1,5
48566,32700000,85,2,3
48567,16500000,56,2,5
48568,27500000,78,3,4
48569,20500000,80,3,10
48570,45782880,95,2,5
48571,12676890,44,1,3
48572,21999999,79,3,6
48573,7579965,24,1,5
48574,10200000,30,1,3
48575,19000000,54,2,2
48576,10200000,40,1,7
48577,45134280,109,3,4
48578,5700000,29,1,2
48579,8470000,44,1,10
48580,15498756,74,3,5
48581,11172910,32,2,9
48582,21500000,51,1,4
48583,16550000,98,3,2
48584,31500000,76,3,3
48585,17197840,41,1,9
48586,6400000,32,1,6
48587,24058632,58,2,26
48588,20834286,62,2,6
48589,16500000,58,3,3
48590,9990000,26,2,1
48591,14900000,34,1,11
48592,20150000,44,2,3
48593,17977000,76,3,5
48594,6970000,32,1,4
48595,9500000,53,2,10
48596,9490000,38,1,5
48597,11700000,58,3,5
48598,33370000,61,2,24
48599,7250000,39,1,13
48600,7205767,20,1,22
48601,14500000,38,2,4
48602,12900000,55,3,5
48603,5200000,18,1,2
48604,13990000,36,1,16
48605,9300000,43,2,3
48606,12200000,68,2,18
48607,10400000,44,1,4
48608,9300000,45,1,11
48609,5699000,47,2,4
48610,12680980,50,3,17
48611,8800000,58,2,16
48612,15000000,45,2,4
48613,28906200,90,3,14
48614,45500000,75,3,14
48615,38500000,111,3,3
48616,17000000,77,3,14
48617,17931000,77,3,8
48618,11000000,44,2,2
48619,18345947,61,2,15
48620,22300000,58,2,17
48621,5150000,35,1,3
48622,5200000,30,1,5
48623,13700000,61,3,1
48624,15515664,47,1,4
48625,21248991,61,2,16
48626,17500000,74,3,5
48627,11934000,54,2,11
48628,35215048,65,2,4
48629,32959970,84,2,3
48630,13800000,50,2,12
48631,7419581,23,1,5
48632,28517500,110,4,12
48633,21303573,48,1,12
48634,43928828,81,2,6
48635,31917666,72,2,6
48636,8899999,48,1,2
48637,13500000,44,2,9
48638,29000000,61,2,13
48639,10800000,60,2,6
48640,26600000,55,2,9
48641,40116624,106,3,3
48642,14880000,33,1,11
48643,20852500,61,2,19
48644,10540992,43,2,13
48645,9500000,33,1,11
48646,6650000,33,1,4
48647,12800000,42,2,3
48648,11200000,63,2,13
48649,41131350,92,2,13
48650,28000000,90,3,5
48651,38257828,88,3,3
48652,12500000,56,2,20
48653,16900000,74,3,16
48654,5000000,28,1,2
48655,7000000,44,2,5
48656,21000000,75,3,12
48657,16578677,56,3,14
48658,25300000,42,1,15
48659,15000000,70,3,23
48660,25300000,79,3,4
48661,44753822,68,3,9
48662,42115788,78,2,3
48663,16868372,40,1,22
48664,42000000,49,1,8
48665,10902548,44,2,16
48666,10746000,33,1,7
48667,13440073,59,3,8
48668,11990000,37,1,6
48669,11400000,38,2,3
48670,19500000,65,2,4
48671,10800000,36,1,4
48672,12700000,36,1,14
48673,16746746,61,3,2
48674,31750000,75,2,6
48675,9200000,37,1,3
48676,14204720,40,1,15
48677,13909840,42,1,9
48678,16797834,55,2,12
48679,17500000,74,3,9
48680,8700000,61,2,15
48681,16150000,37,1,15
48682,13000000,40,2,1
48683,5250000,32,1,1
48684,21000000,83,3,9
48685,7100000,30,1,16
48686,16700000,84,3,17
48687,30499750,64,2,16
48688,15900000,50,2,3
48689,5833579,28,1,8
48690,22877600,111,2,11
48691,9125671,31,1,7
48692,13800000,44,2,5
48693,8500000,36,1,17
48694,21000000,61,2,22
48695,7961955,29,1,15
48696,9990000,71,2,4
48697,25756331,43,1,13
48698,11300000,52,2,17
48699,31520000,76,2,5
48700,11700000,56,3,7
48701,8400000,30,1,2
48702,33740000,64,3,27
48703,11590000,35,1,5
48704,7216229,21,1,9
48705,19458351,62,2,5
48706,27850000,60,2,2
48707,13500000,55,2,5
48708,14000000,34,1,10
48709,38000000,91,2,12
48710,21699688,58,2,11
48711,27820214,90,3,9
48712,11000000,43,1,4
48713,11250000,59,2,22
48714,17200000,43,1,19
48715,13053611,36,2,22
48716,19500000,77,4,1
48717,30900000,83,3,3
48718,9000000,34,1,2
48719,33069999,75,2,2
48720,10350000,37,1,8
48721,7709692,23,1,10
48722,19000000,71,3,16
48723,15800000,73,3,5
48724,9100000,33,1,5
48725,16000000,54,3,4
48726,14000000,53,3,2
48727,9500000,56,3,2
48728,23123514,67,2,19
48729,7452391,27,1,24
48730,10200000,65,2,14
48731,21958024,44,1,4
48732,12262582,38,1,23
48733,15600000,70,3,3
48734,7100000,37,1,2
48735,17155320,54,2,18
48736,26480893,50,2,4
48737,11300000,86,3,12
48738,39880000,66,2,8
48739,3950000,17,1,3
48740,22000000,77,3,2
48741,32000000,70,3,3
48742,8500000,50,2,7
48743,29994500,47,1,17
48744,11795000,34,1,19
48745,16200000,54,3,3
48746,25800000,82,2,11
48747,32007280,69,2,4
48748,19000000,56,2,9
48749,17300000,85,3,5
48750,11300000,44,1,3
48751,7855135,28,1,21
48752,5286018,33,1,11
48753,13419144,37,2,24
48754,13671180,29,1,4
48755,17250000,67,3,14
48756,10900000,43,2,9
48757,33685402,99,3,5
48758,33073364,68,2,6
48759,7950000,59,2,15
48760,8500000,38,1,15
48761,39463465,62,1,29
48762,15199687,53,3,12
48763,16999999,79,3,3
48764,12521403,61,3,8
48765,13500000,38,2,8
48766,8800000,48,2,13
48767,21900000,41,2,9
48768,14700000,43,2,4
48769,34400000,83,3,15
48770,6400000,35,1,23
48771,6700000,31,1,7
48772,13000000,39,1,8
48773,15200000,65,2,13
48774,12000000,60,2,9
48775,26138901,64,2,14
48776,11500000,41,1,6
48777,5720000,33,1,3
48778,17990000,50,1,5
48779,30100000,59,2,4
48780,14000000,54,2,4
48781,10850000,43,2,1
48782,13100000,35,1,12
48783,43015628,75,2,12
48784,19032864,79,3,24
48785,12900000,56,3,3
48786,6400000,29,1,5
48787,9700000,41,1,11
48788,14704620,47,1,2
48789,14450000,62,2,3
48790,12353292,42,2,16
48791,6150000,41,2,3
48792,13275000,82,3,11
48793,45000000,98,3,7
48794,13429000,64,2,14
48795,25758000,48,2,2
48796,10600000,35,1,2
48797,11500000,35,1,5
48798,14463992,27,1,25
48799,25999000,66,3,2
48800,28942500,85,3,2
48801,15700000,61,3,23
48802,17890000,57,2,10
48803,9649000,39,1,11
48804,6462978,21,1,20
48805,16393020,93,3,11
48806,24439360,57,3,19
48807,10490000,58,2,19
48808,8500000,37,1,4
48809,31721664,58,3,6
48810,20239937,62,2,26
48811,11000000,34,1,2
48812,6250000,35,1,6
48813,14350000,41,1,9
48814,20149690,48,1,8
48815,6200000,34,1,1
48816,12200000,40,1,14
48817,18300000,85,3,15
48818,15800000,50,2,2
48819,22000000,85,3,2
48820,31500000,74,3,2
48821,15000000,80,3,24
48822,27000000,54,2,4
48823,14300000,58,3,6
48824,23000000,67,2,10
48825,18400000,39,2,6
48826,7420597,25,1,21
48827,11956794,62,3,4
48828,31000000,75,2,7
48829,7990000,24,2,7
48830,17390000,60,2,10
48831,16500000,55,2,6
48832,23841224,97,2,6
48833,10600000,47,2,6
48834,15500000,57,2,19
48835,21000000,51,2,8
48836,24327081,60,2,15
48837,15970000,65,2,3
48838,5650000,35,1,3
48839,10724082,47,2,6
48840,13850000,61,3,17
48841,15300000,60,2,2
48842,19100000,73,3,3
48843,17720000,36,1,14
48844,9500000,59,2,12
48845,16500000,53,2,10
48846,13100000,40,1,13
48847,20961459,73,4,10
48848,10850000,31,1,1
48849,7300000,31,1,3
48850,12500000,44,2,9
48851,29500000,85,3,4
48852,8486196,24,1,19
48853,7000000,44,2,2
48854,18300000,46,1,4
48855,12546341,50,3,16
48856,9900000,46,1,4
48857,15525847,60,3,8
48858,13122396,51,2,2
48859,17846843,40,1,8
48860,9900000,38,1,2
48861,35000000,96,3,2
48862,11300000,58,3,5
48863,17000000,78,2,22
48864,7200000,38,1,7
48865,11900000,46,2,1
48866,8500000,42,1,6
48867,11000000,49,2,3
48868,12000000,44,2,3
48869,8761540,22,1,28
48870,38639999,91,3,2
48871,8150000,38,1,17
48872,13000000,41,2,13
48873,39654850,91,3,6
48874,27570000,81,3,3
48875,13000000,37,1,9
48876,19707062,83,3,6
48877,33992712,93,3,4
48878,16000000,82,3,12
48879,28000000,89,3,21
48880,14800000,55,2,2
48881,15340000,39,1,7
48882,28600000,77,3,13
48883,9599000,62,2,12
48884,32850000,68,3,5
48885,9100000,53,3,1
48886,9500000,42,2,12
48887,13850000,30,1,14
48888,9717400,61,3,19
48889,22800000,60,2,2
48890,28500000,80,3,9
48891,9500000,48,1,4
48892,8000000,46,1,25
48893,10000000,49,2,7
48894,24693898,98,4,12
48895,13900000,77,2,15
48896,7500000,40,1,2
48897,12990000,69,2,5
48898,8600000,44,2,4
48899,6980087,29,1,22
48900,29200000,59,2,7
48901,8967600,25,1,3
48902,31400000,72,2,3
48903,11700000,28,1,15
48904,12226479,57,3,9
48905,17300000,74,3,1
48906,13000000,59,2,16
48907,8700000,54,3,4
48908,5200000,33,1,4
48909,11500000,30,1,5
48910,19900000,77,3,14
48911,8350000,54,3,8
48912,40716156,71,2,6
48913,10815000,42,1,4
48914,12500000,47,2,4
48915,6790000,44,2,4
48916,15000000,55,3,7
48917,14250000,80,3,3
48918,26790000,96,3,4
48919,11600000,58,3,7
48920,11800000,47,1,21
48921,19500000,75,3,1
48922,12000000,61,2,5
48923,13000000,44,2,5
48924,17574991,46,1,13
48925,7268495,26,1,9
48926,17800000,51,2,4
48927,33000000,123,3,4
48928,8450000,32,1,8
48929,10616491,40,2,10
48930,18456596,38,1,2
48931,11900000,57,2,2
48932,8400000,24,1,2
48933,30000000,53,2,11
48934,16500000,59,2,6
48935,5723600,28,1,1
48936,15988912,36,1,9
48937,8850000,31,1,7
48938,7927911,20,1,10
48939,8300000,33,1,10
48940,18900000,55,2,11
48941,8500000,33,1,1
48942,17100000,58,2,6
48943,12700000,74,3,15
48944,28700000,52,2,12
48945,8200000,32,2,4
48946,16062701,46,1,17
48947,12811414,38,1,16
48948,13300000,60,2,16
48949,29999000,103,4,14
48950,8450000,46,2,1
48951,14600000,65,2,7
48952,16100000,64,3,3
48953,14748876,88,3,22
48954,6950000,55,2,6
48955,29900000,110,3,16
48956,17572392,74,3,8
48957,40300000,85,2,11
48958,41373273,95,3,6
48959,37148990,81,2,12
48960,11300000,60,2,8
48961,17464676,75,3,6
48962,14000000,25,1,8
48963,28500000,92,3,18
48964,18329126,83,4,2
48965,33264096,97,3,21
48966,12200000,61,2,21
48967,11990000,49,2,2
48968,13825640,42,1,7
48969,36218868,80,3,3
48970,7100000,34,1,4
48971,20025720,46,1,2
48972,20990000,73,3,4
48973,16500000,37,1,4
48974,11950000,68,2,2
48975,16152116,37,1,3
48976,9499000,60,2,8
48977,27900000,70,2,4
48978,13251800,38,1,5
48979,24019794,64,2,20
48980,11883216,36,1,16
48981,23479840,66,2,5
48982,11400000,46,2,7
48983,12284913,42,2,2
48984,43007500,98,3,8
48985,10650000,68,3,10
48986,27500000,42,2,9
48987,7723775,35,1,5
48988,7536047,27,1,20
48989,16600000,39,2,2
48990,19800000,52,2,4
48991,24929520,85,3,13
48992,14900000,54,2,6
48993,15500000,68,3,3
48994,10400000,70,2,13
48995,12000000,32,1,3
48996,26500000,63,2,10
48997,6300000,41,1,11
48998,13800000,58,2,8
48999,45000000,101,2,9
49000,8800000,44,2,8
49001,30119043,85,3,29
49002,8200000,38,1,12
49003,9141550,35,1,13
49004,6300000,33,1,5
49005,9205000,26,1,21
49006,31200000,71,2,16
49007,16000000,57,3,4
49008,8900000,55,2,9
49009,16500000,51,2,10
49010,17200000,63,3,27
49011,8700000,47,2,1
49012,9500000,27,1,10
49013,14800000,68,2,7
49014,10900000,49,3,2
49015,20548027,71,3,18
49016,22700000,57,2,2
49017,7825213,23,1,13
49018,22950000,92,3,5
49019,15655000,62,2,14
49020,18398152,33,1,6
49021,17900000,111,3,15
49022,6200000,32,1,7
49023,9100000,31,1,1
49024,15948458,37,1,2
49025,23312006,64,2,6
49026,23472020,63,2,8
49027,11200000,42,1,10
49028,40600000,63,2,3
49029,15174224,56,2,13
49030,9999000,33,1,1
49031,10800000,46,2,1
49032,23618450,92,3,8
49033,33009600,78,2,4
49034,18848042,62,2,22
49035,8990000,35,1,11
49036,19500000,78,3,18
49037,35000000,69,2,28
49038,16900000,45,2,1
49039,33500000,80,3,6
49040,9650000,58,2,13
49041,12441000,32,1,17
49042,12500000,34,1,14
49043,13300000,44,1,5
49044,14299000,70,2,23
49045,10000000,33,1,5
49046,10800000,64,2,11
49047,5990000,31,1,12
49048,16576862,50,2,6
49049,11238406,31,1,8
49050,8350000,53,3,14
49051,4700000,30,1,5
49052,10800000,57,2,21
49053,13999000,78,3,10
49054,25900000,48,1,4
49055,9894017,35,1,3
49056,20150000,67,3,5
49057,11499000,56,2,3
49058,19000000,50,2,13
49059,12472205,57,2,16
49060,38131736,73,1,15
49061,9000000,58,2,8
49062,42900000,90,3,6
49063,13694138,79,3,21
49064,6500000,42,2,18
49065,18965374,44,1,20
49066,10000000,67,2,8
49067,8950000,57,2,4
49068,11300000,45,2,5
49069,13441156,50,2,9
49070,12650000,84,3,11
49071,4950000,40,2,4
49072,8000000,33,1,1
49073,5850000,39,1,9
49074,13030360,38,2,4
49075,5600000,37,1,17
49076,28900000,83,3,24
49077,27556700,47,1,6
49078,14500000,78,2,14
49079,8903126,36,1,21
49080,29999000,82,3,7
49081,12754719,51,2,16
49082,7500000,47,2,1
49083,16553210,83,4,3
49084,12750000,54,2,7
49085,6000000,29,1,4
49086,4700000,36,1,6
49087,5800000,33,1,19
49088,9400000,49,2,2
49089,13850000,44,2,4
49090,14999000,36,1,16
49091,14950000,75,3,1
49092,11900000,37,2,7
49093,44000000,67,2,2
49094,35000000,56,3,3
49095,7600000,38,1,8
49096,15015738,45,1,10
49097,13778178,40,1,14
49098,12200000,38,1,25
49099,11500000,52,1,10
49100,5308415,37,1,5
49101,10990000,82,3,15
49102,12450000,84,3,7
49103,16016420,46,1,17
49104,11800000,62,2,10
49105,26700000,54,1,8
49106,18889940,39,1,2
49107,21500000,74,3,4
49108,18500000,40,1,3
49109,9070725,36,2,3
49110,7700000,42,2,4
49111,27425826,60,2,18
49112,28700000,54,2,12
49113,42141060,111,3,9
49114,30000000,72,4,2
49115,14700000,59,2,16
49116,10256943,33,1,24
49117,9294791,60,2,2
49118,13396400,43,1,27
49119,32789999,53,1,10
49120,8988781,34,1,7
49121,8650000,43,1,11
49122,24170638,53,2,4
49123,19000000,74,3,12
49124,9500000,56,2,12
49125,14500000,58,2,10
49126,20731344,71,3,15
49127,11407179,40,2,16
49128,16750000,50,2,1
49129,11900000,77,3,22
49130,29000000,70,3,7
49131,16550000,35,1,9
49132,27500000,77,2,4
49133,9800000,54,2,5
49134,34900000,67,3,5
49135,20883450,61,2,20
49136,19500000,76,3,14
49137,7800000,38,1,8
49138,19527410,58,2,25
49139,14700000,81,3,1
49140,10789000,48,2,20
49141,21100000,61,2,6
49142,20570889,69,2,11
49143,40511952,91,3,7
49144,22375272,61,2,12
49145,14946139,40,1,6
49146,8391529,26,1,2
49147,13000000,43,2,7
49148,7999000,63,3,3
49149,7313021,35,2,17
49150,12700000,34,1,4
49151,7966625,56,2,3
49152,21990000,64,2,16
49153,10200000,35,1,11
49154,14458863,49,1,4
49155,22753000,75,3,17
49156,6650000,31,1,5
49157,8450000,64,2,2
49158,12000000,71,2,12
49159,8320000,35,1,1
49160,12700000,38,1,10
49161,20273404,89,3,7
49162,23700000,72,2,4
49163,14400000,37,1,5
49164,12219000,64,2,11
49165,16500000,37,1,21
49166,14500000,80,2,6
49167,13245775,55,2,16
49168,11500000,33,1,1
49169,10900000,42,2,4
49170,28200000,60,3,2
49171,45490000,119,3,19
49172,17862928,37,1,28
49173,5700000,34,1,7
49174,26500000,50,2,12
49175,13900000,70,3,10
49176,14990000,60,2,14
49177,10500000,67,3,2
49178,12300000,43,2,2
49179,15200000,73,3,11
49180,44832000,96,3,21
49181,18900000,41,1,5
49182,22900000,45,2,5
49183,12750000,60,3,1
49184,15600000,66,3,19
49185,14900000,45,2,3
49186,9350000,56,2,3
49187,8724200,24,1,8
49188,9500000,44,2,4
49189,9300000,64,2,6
49190,13700000,52,2,9
49191,7000000,38,2,1
49192,8144710,37,1,4
49193,21700000,59,2,5
49194,15373890,55,2,24
49195,7141628,23,1,19
49196,6550000,49,1,20
49197,10500000,42,2,8
49198,22200000,55,2,13
49199,14296170,60,3,11
49200,14500000,45,2,2
49201,5500000,31,1,1
49202,46739925,94,3,11
49203,18990000,47,2,16
49204,26312589,80,3,28
49205,9100000,30,1,1
49206,14321904,54,2,2
49207,34999999,101,4,15
49208,18500000,67,2,3
49209,13500000,62,4,2
49210,12000000,35,1,18
49211,16200000,53,2,5
49212,13499999,38,1,13
49213,8500000,31,1,6
49214,34587696,94,4,25
49215,7300000,43,2,1
49216,26735200,98,2,6
49217,5980000,36,1,2
49218,13990000,100,3,2
49219,14990000,52,2,9
49220,12961800,38,1,23
49221,10842984,57,2,3
49222,8500000,49,2,13
49223,19750000,53,2,23
49224,18400000,60,3,23
49225,13700000,64,3,14
49226,18000000,109,4,1
49227,14775000,59,2,6
49228,6190000,30,1,4
49229,10216000,38,1,2
49230,28000000,40,2,2
